word,freq_2025,freq_1998,rel_2025,rel_1998,rel_diff
空无一人,0,1,0.00000000,0.00000163,-0.00000163
高升,0,1,0.00000000,0.00000163,-0.00000163
蜂窝,0,1,0.00000000,0.00000163,-0.00000163
中刚,0,1,0.00000000,0.00000163,-0.00000163
19980113-02-003-034,0,1,0.00000000,0.00000163,-0.00000163
检察室,0,1,0.00000000,0.00000163,-0.00000163
19980101-01-002-007,0,1,0.00000000,0.00000163,-0.00000163
冠鸡,0,1,0.00000000,0.00000163,-0.00000163
19980109-04-009-005,0,1,0.00000000,0.00000163,-0.00000163
19980124-07-009-005,0,1,0.00000000,0.00000163,-0.00000163
四千七百,0,1,0.00000000,0.00000163,-0.00000163
滩堆乡,0,1,0.00000000,0.00000163,-0.00000163
19980127-05-004-001,0,1,0.00000000,0.00000163,-0.00000163
一筹,0,1,0.00000000,0.00000163,-0.00000163
19980106-03-007-004,0,1,0.00000000,0.00000163,-0.00000163
19980121-01-001-025,0,1,0.00000000,0.00000163,-0.00000163
好斗,0,1,0.00000000,0.00000163,-0.00000163
19980124-02-006-003,0,1,0.00000000,0.00000163,-0.00000163
三门,0,1,0.00000000,0.00000163,-0.00000163
19980117-02-003-007,0,1,0.00000000,0.00000163,-0.00000163
追索权,0,1,0.00000000,0.00000163,-0.00000163
仕玲,0,1,0.00000000,0.00000163,-0.00000163
19980126-01-005-005,0,1,0.00000000,0.00000163,-0.00000163
挣断,0,1,0.00000000,0.00000163,-0.00000163
拍案叫好,0,1,0.00000000,0.00000163,-0.00000163
19980112-01-004-022,0,1,0.00000000,0.00000163,-0.00000163
哈飞,0,1,0.00000000,0.00000163,-0.00000163
卷内,0,1,0.00000000,0.00000163,-0.00000163
破伤风,0,1,0.00000000,0.00000163,-0.00000163
19980102-04-001-002,0,1,0.00000000,0.00000163,-0.00000163
正襄,0,1,0.00000000,0.00000163,-0.00000163
早逝,0,1,0.00000000,0.00000163,-0.00000163
19980116-09-005-007,0,1,0.00000000,0.00000163,-0.00000163
１４·９％,0,1,0.00000000,0.00000163,-0.00000163
19980107-01-002-008,0,1,0.00000000,0.00000163,-0.00000163
孩提,0,1,0.00000000,0.00000163,-0.00000163
无止境,0,1,0.00000000,0.00000163,-0.00000163
19980127-04-002-002,0,1,0.00000000,0.00000163,-0.00000163
19980104-04-010-006,0,1,0.00000000,0.00000163,-0.00000163
郑（州）,0,1,0.00000000,0.00000163,-0.00000163
２·７２％,0,1,0.00000000,0.00000163,-0.00000163
[神达,0,1,0.00000000,0.00000163,-0.00000163
19980114-02-005-019,0,1,0.00000000,0.00000163,-0.00000163
讥讽,0,1,0.00000000,0.00000163,-0.00000163
19980104-01-002-003,0,1,0.00000000,0.00000163,-0.00000163
英海威,0,1,0.00000000,0.00000163,-0.00000163
19980108-10-002-004,0,1,0.00000000,0.00000163,-0.00000163
19980129-02-010-004,0,1,0.00000000,0.00000163,-0.00000163
19980126-11-001-015,0,1,0.00000000,0.00000163,-0.00000163
饱和点,0,1,0.00000000,0.00000163,-0.00000163
19980101-01-004-001,0,1,0.00000000,0.00000163,-0.00000163
[宜阳,0,1,0.00000000,0.00000163,-0.00000163
19980107-11-006-002,0,1,0.00000000,0.00000163,-0.00000163
19980118-04-012-003,0,1,0.00000000,0.00000163,-0.00000163
红莲,0,1,0.00000000,0.00000163,-0.00000163
怀中,0,1,0.00000000,0.00000163,-0.00000163
邦正,0,1,0.00000000,0.00000163,-0.00000163
19980126-04-004-001,0,1,0.00000000,0.00000163,-0.00000163
19980107-02-002-001,0,1,0.00000000,0.00000163,-0.00000163
19980115-09-005-009,0,1,0.00000000,0.00000163,-0.00000163
19980105-03-002-006,0,1,0.00000000,0.00000163,-0.00000163
５８８５,0,1,0.00000000,0.00000163,-0.00000163
19980114-04-001-006,0,1,0.00000000,0.00000163,-0.00000163
19980120-10-001-001,0,1,0.00000000,0.00000163,-0.00000163
二百五十五,0,1,0.00000000,0.00000163,-0.00000163
19980124-02-003-004,0,1,0.00000000,0.00000163,-0.00000163
８．５万,0,1,0.00000000,0.00000163,-0.00000163
乌兰牧旗,0,1,0.00000000,0.00000163,-0.00000163
19980120-04-008-001,0,1,0.00000000,0.00000163,-0.00000163
19980127-05-001-001,0,1,0.00000000,0.00000163,-0.00000163
19980124-07-005-005,0,1,0.00000000,0.00000163,-0.00000163
悸动,0,1,0.00000000,0.00000163,-0.00000163
出版商,0,1,0.00000000,0.00000163,-0.00000163
炳禧,0,1,0.00000000,0.00000163,-0.00000163
19980112-08-006-002,0,1,0.00000000,0.00000163,-0.00000163
19980120-12-012-005,0,1,0.00000000,0.00000163,-0.00000163
代职,0,1,0.00000000,0.00000163,-0.00000163
19980107-02-004-010,0,1,0.00000000,0.00000163,-0.00000163
同江,0,1,0.00000000,0.00000163,-0.00000163
19980105-03-004-005,0,1,0.00000000,0.00000163,-0.00000163
清洁费,0,1,0.00000000,0.00000163,-0.00000163
19980109-10-007-008,0,1,0.00000000,0.00000163,-0.00000163
良法,0,1,0.00000000,0.00000163,-0.00000163
19980131-01-001-006,0,1,0.00000000,0.00000163,-0.00000163
19980125-12-006-012,0,1,0.00000000,0.00000163,-0.00000163
萍水,0,1,0.00000000,0.00000163,-0.00000163
４·８％,0,1,0.00000000,0.00000163,-0.00000163
19980126-02-001-007,0,1,0.00000000,0.00000163,-0.00000163
19980106-05-003-003,0,1,0.00000000,0.00000163,-0.00000163
[新平镇,0,1,0.00000000,0.00000163,-0.00000163
19980123-04-001-004,0,1,0.00000000,0.00000163,-0.00000163
19980122-01-006-002,0,1,0.00000000,0.00000163,-0.00000163
维查亚,0,1,0.00000000,0.00000163,-0.00000163
非理性,0,1,0.00000000,0.00000163,-0.00000163
19980112-12-003-007,0,1,0.00000000,0.00000163,-0.00000163
今强,0,1,0.00000000,0.00000163,-0.00000163
19980117-05-001-004,0,1,0.00000000,0.00000163,-0.00000163
ＭＤ—９０,0,1,0.00000000,0.00000163,-0.00000163
群英谱,0,1,0.00000000,0.00000163,-0.00000163
19980112-07-006-005,0,1,0.00000000,0.00000163,-0.00000163
常胜不衰,0,1,0.00000000,0.00000163,-0.00000163
郑南,0,1,0.00000000,0.00000163,-0.00000163
19980114-02-005-083,0,1,0.00000000,0.00000163,-0.00000163
19980114-05-005-002,0,1,0.00000000,0.00000163,-0.00000163
19980107-07-005-007,0,1,0.00000000,0.00000163,-0.00000163
19980127-09-004-001,0,1,0.00000000,0.00000163,-0.00000163
华联,0,1,0.00000000,0.00000163,-0.00000163
19980117-01-012-007,0,1,0.00000000,0.00000163,-0.00000163
19980114-07-002-007,0,1,0.00000000,0.00000163,-0.00000163
不可开交,0,1,0.00000000,0.00000163,-0.00000163
作君,0,1,0.00000000,0.00000163,-0.00000163
19980125-03-008-002,0,1,0.00000000,0.00000163,-0.00000163
19980106-02-001-044,0,1,0.00000000,0.00000163,-0.00000163
19980113-11-005-005,0,1,0.00000000,0.00000163,-0.00000163
２１５亿,0,1,0.00000000,0.00000163,-0.00000163
19980108-01-007-002,0,1,0.00000000,0.00000163,-0.00000163
19980115-02-009-002,0,1,0.00000000,0.00000163,-0.00000163
阿巴查,0,1,0.00000000,0.00000163,-0.00000163
19980119-11-002-006,0,1,0.00000000,0.00000163,-0.00000163
戏说,0,1,0.00000000,0.00000163,-0.00000163
19980107-01-002-003,0,1,0.00000000,0.00000163,-0.00000163
丹尼尔·拉万奇,0,1,0.00000000,0.00000163,-0.00000163
猎枪,0,1,0.00000000,0.00000163,-0.00000163
19980123-01-001-003,0,1,0.00000000,0.00000163,-0.00000163
拦网,0,1,0.00000000,0.00000163,-0.00000163
胡杨,0,1,0.00000000,0.00000163,-0.00000163
ＧＢ９２５４,0,1,0.00000000,0.00000163,-0.00000163
19980127-10-003-002,0,1,0.00000000,0.00000163,-0.00000163
关学,0,1,0.00000000,0.00000163,-0.00000163
春时,0,1,0.00000000,0.00000163,-0.00000163
鬼神,0,1,0.00000000,0.00000163,-0.00000163
普法教育,0,1,0.00000000,0.00000163,-0.00000163
19980113-09-005-003,0,1,0.00000000,0.00000163,-0.00000163
１５４１年,0,1,0.00000000,0.00000163,-0.00000163
19980114-10-005-002,0,1,0.00000000,0.00000163,-0.00000163
漏误,0,1,0.00000000,0.00000163,-0.00000163
完满,0,1,0.00000000,0.00000163,-0.00000163
宝石,0,1,0.00000000,0.00000163,-0.00000163
圣艾蒂安市,0,1,0.00000000,0.00000163,-0.00000163
19980123-02-010-001,0,1,0.00000000,0.00000163,-0.00000163
19980109-03-001-008,0,1,0.00000000,0.00000163,-0.00000163
19980121-09-002-006,0,1,0.00000000,0.00000163,-0.00000163
19980106-02-001-019,0,1,0.00000000,0.00000163,-0.00000163
19980131-01-001-034,0,1,0.00000000,0.00000163,-0.00000163
19980123-11-002-028,0,1,0.00000000,0.00000163,-0.00000163
19980114-11-005-004,0,1,0.00000000,0.00000163,-0.00000163
彩印厂,0,1,0.00000000,0.00000163,-0.00000163
中指,0,1,0.00000000,0.00000163,-0.00000163
６·９８,0,1,0.00000000,0.00000163,-0.00000163
助养金,0,1,0.00000000,0.00000163,-0.00000163
19980119-07-011-001,0,1,0.00000000,0.00000163,-0.00000163
19980123-09-006-001,0,1,0.00000000,0.00000163,-0.00000163
19980107-01-001-002,0,1,0.00000000,0.00000163,-0.00000163
19980120-02-001-034,0,1,0.00000000,0.00000163,-0.00000163
19980109-09-002-003,0,1,0.00000000,0.00000163,-0.00000163
肿物,0,1,0.00000000,0.00000163,-0.00000163
瓜葛,0,1,0.00000000,0.00000163,-0.00000163
19980116-04-002-005,0,1,0.00000000,0.00000163,-0.00000163
19980105-10-006-002,0,1,0.00000000,0.00000163,-0.00000163
19980102-03-004-003,0,1,0.00000000,0.00000163,-0.00000163
同钰,0,1,0.00000000,0.00000163,-0.00000163
无孔不入,0,1,0.00000000,0.00000163,-0.00000163
形影相对,0,1,0.00000000,0.00000163,-0.00000163
19980123-11-001-007,0,1,0.00000000,0.00000163,-0.00000163
鲜鲜亮亮,0,1,0.00000000,0.00000163,-0.00000163
８．５０,0,1,0.00000000,0.00000163,-0.00000163
19980102-02-008-001,0,1,0.00000000,0.00000163,-0.00000163
19980104-04-013-001,0,1,0.00000000,0.00000163,-0.00000163
19980121-09-008-009,0,1,0.00000000,0.00000163,-0.00000163
19980126-03-001-027,0,1,0.00000000,0.00000163,-0.00000163
小帆,0,1,0.00000000,0.00000163,-0.00000163
油彩,0,1,0.00000000,0.00000163,-0.00000163
越战越勇,0,1,0.00000000,0.00000163,-0.00000163
埃弗迪卡哈,0,1,0.00000000,0.00000163,-0.00000163
19980114-10-010-005,0,1,0.00000000,0.00000163,-0.00000163
八千,0,1,0.00000000,0.00000163,-0.00000163
19980122-11-002-002,0,1,0.00000000,0.00000163,-0.00000163
19980113-06-001-006,0,1,0.00000000,0.00000163,-0.00000163
被管理者,0,1,0.00000000,0.00000163,-0.00000163
[方城县,0,1,0.00000000,0.00000163,-0.00000163
19980123-04-002-004,0,1,0.00000000,0.00000163,-0.00000163
东斯拉沃尼亚,0,1,0.00000000,0.00000163,-0.00000163
芗城,0,1,0.00000000,0.00000163,-0.00000163
19980120-02-001-030,0,1,0.00000000,0.00000163,-0.00000163
下酒,0,1,0.00000000,0.00000163,-0.00000163
19980120-08-004-008,0,1,0.00000000,0.00000163,-0.00000163
19980118-02-002-001,0,1,0.00000000,0.00000163,-0.00000163
19980110-08-002-011,0,1,0.00000000,0.00000163,-0.00000163
侠义,0,1,0.00000000,0.00000163,-0.00000163
某乡,0,1,0.00000000,0.00000163,-0.00000163
19980113-05-002-001,0,1,0.00000000,0.00000163,-0.00000163
养尊处优,0,1,0.00000000,0.00000163,-0.00000163
保留率,0,1,0.00000000,0.00000163,-0.00000163
19980106-11-011-001,0,1,0.00000000,0.00000163,-0.00000163
19980115-05-001-003,0,1,0.00000000,0.00000163,-0.00000163
19980110-03-012-001,0,1,0.00000000,0.00000163,-0.00000163
19980106-03-001-003,0,1,0.00000000,0.00000163,-0.00000163
19980124-05-002-008,0,1,0.00000000,0.00000163,-0.00000163
健力宝,0,1,0.00000000,0.00000163,-0.00000163
19980105-01-002-010,0,1,0.00000000,0.00000163,-0.00000163
１７９１７６６４７９４,0,1,0.00000000,0.00000163,-0.00000163
农牧处,0,1,0.00000000,0.00000163,-0.00000163
排练场,0,1,0.00000000,0.00000163,-0.00000163
19980112-01-008-004,0,1,0.00000000,0.00000163,-0.00000163
沉厚,0,1,0.00000000,0.00000163,-0.00000163
19980106-12-001-025,0,1,0.00000000,0.00000163,-0.00000163
甄别,0,1,0.00000000,0.00000163,-0.00000163
反目成仇,0,1,0.00000000,0.00000163,-0.00000163
19980126-03-001-070,0,1,0.00000000,0.00000163,-0.00000163
19980119-02-012-029,0,1,0.00000000,0.00000163,-0.00000163
天壤之别,0,1,0.00000000,0.00000163,-0.00000163
19980125-12-007-006,0,1,0.00000000,0.00000163,-0.00000163
19980113-07-003-005,0,1,0.00000000,0.00000163,-0.00000163
19980128-01-001-014,0,1,0.00000000,0.00000163,-0.00000163
１１０．８亿,0,1,0.00000000,0.00000163,-0.00000163
如雷似火,0,1,0.00000000,0.00000163,-0.00000163
19980125-01-003-002,0,1,0.00000000,0.00000163,-0.00000163
19980107-07-001-015,0,1,0.00000000,0.00000163,-0.00000163
毛票,0,1,0.00000000,0.00000163,-0.00000163
宝文,0,1,0.00000000,0.00000163,-0.00000163
19980125-12-006-010,0,1,0.00000000,0.00000163,-0.00000163
19980108-03-001-012,0,1,0.00000000,0.00000163,-0.00000163
19980129-03-002-002,0,1,0.00000000,0.00000163,-0.00000163
１６．１９,0,1,0.00000000,0.00000163,-0.00000163
19980114-06-007-002,0,1,0.00000000,0.00000163,-0.00000163
19980124-03-001-046,0,1,0.00000000,0.00000163,-0.00000163
19980119-10-001-001,0,1,0.00000000,0.00000163,-0.00000163
从动,0,1,0.00000000,0.00000163,-0.00000163
19980109-11-001-021,0,1,0.00000000,0.00000163,-0.00000163
淘汰率,0,1,0.00000000,0.00000163,-0.00000163
19980117-06-001-006,0,1,0.00000000,0.00000163,-0.00000163
４４８３,0,1,0.00000000,0.00000163,-0.00000163
收审,0,1,0.00000000,0.00000163,-0.00000163
对抗战,0,1,0.00000000,0.00000163,-0.00000163
19980127-03-003-005,0,1,0.00000000,0.00000163,-0.00000163
19980126-08-010-001,0,1,0.00000000,0.00000163,-0.00000163
２３６３．５０万,0,1,0.00000000,0.00000163,-0.00000163
患难,0,1,0.00000000,0.00000163,-0.00000163
犯罪感,0,1,0.00000000,0.00000163,-0.00000163
19980120-10-004-010,0,1,0.00000000,0.00000163,-0.00000163
链条厂,0,1,0.00000000,0.00000163,-0.00000163
４２·１万,0,1,0.00000000,0.00000163,-0.00000163
偏材,0,1,0.00000000,0.00000163,-0.00000163
19980106-05-001-001,0,1,0.00000000,0.00000163,-0.00000163
胜出,0,1,0.00000000,0.00000163,-0.00000163
19980125-11-001-007,0,1,0.00000000,0.00000163,-0.00000163
澳分,0,1,0.00000000,0.00000163,-0.00000163
４７４８万,0,1,0.00000000,0.00000163,-0.00000163
科普捷夫,0,1,0.00000000,0.00000163,-0.00000163
19980119-01-001-007,0,1,0.00000000,0.00000163,-0.00000163
19980104-01-002-016,0,1,0.00000000,0.00000163,-0.00000163
无际,0,1,0.00000000,0.00000163,-0.00000163
19980109-11-003-003,0,1,0.00000000,0.00000163,-0.00000163
19980111-04-003-005,0,1,0.00000000,0.00000163,-0.00000163
立国,0,1,0.00000000,0.00000163,-0.00000163
１９０８年,0,1,0.00000000,0.00000163,-0.00000163
２．５５,0,1,0.00000000,0.00000163,-0.00000163
鄂伦春,0,1,0.00000000,0.00000163,-0.00000163
结构件,0,1,0.00000000,0.00000163,-0.00000163
19980126-05-013-001,0,1,0.00000000,0.00000163,-0.00000163
[绍兴县,0,1,0.00000000,0.00000163,-0.00000163
振权,0,1,0.00000000,0.00000163,-0.00000163
19980108-09-005-004,0,1,0.00000000,0.00000163,-0.00000163
９３．８％,0,1,0.00000000,0.00000163,-0.00000163
志恭,0,1,0.00000000,0.00000163,-0.00000163
巷子,0,1,0.00000000,0.00000163,-0.00000163
19980115-05-003-007,0,1,0.00000000,0.00000163,-0.00000163
价廉物美,0,1,0.00000000,0.00000163,-0.00000163
19980126-12-001-008,0,1,0.00000000,0.00000163,-0.00000163
先行官,0,1,0.00000000,0.00000163,-0.00000163
19980106-01-002-001,0,1,0.00000000,0.00000163,-0.00000163
19980107-07-004-007,0,1,0.00000000,0.00000163,-0.00000163
19980119-08-008-004,0,1,0.00000000,0.00000163,-0.00000163
立夫,0,1,0.00000000,0.00000163,-0.00000163
梯次性,0,1,0.00000000,0.00000163,-0.00000163
解说词,0,1,0.00000000,0.00000163,-0.00000163
19980126-09-003-010,0,1,0.00000000,0.00000163,-0.00000163
卡恩,0,1,0.00000000,0.00000163,-0.00000163
谣诼,0,1,0.00000000,0.00000163,-0.00000163
允钢,0,1,0.00000000,0.00000163,-0.00000163
19980125-06-004-006,0,1,0.00000000,0.00000163,-0.00000163
宇东,0,1,0.00000000,0.00000163,-0.00000163
后富户,0,1,0.00000000,0.00000163,-0.00000163
３２１．０９,0,1,0.00000000,0.00000163,-0.00000163
１９．５％,0,1,0.00000000,0.00000163,-0.00000163
职级,0,1,0.00000000,0.00000163,-0.00000163
19980109-09-004-005,0,1,0.00000000,0.00000163,-0.00000163
合写,0,1,0.00000000,0.00000163,-0.00000163
贻害无穷,0,1,0.00000000,0.00000163,-0.00000163
家泉,0,1,0.00000000,0.00000163,-0.00000163
邮发,0,1,0.00000000,0.00000163,-0.00000163
19980108-10-002-008,0,1,0.00000000,0.00000163,-0.00000163
19980106-07-006-002,0,1,0.00000000,0.00000163,-0.00000163
19980117-07-001-007,0,1,0.00000000,0.00000163,-0.00000163
19980115-03-001-012,0,1,0.00000000,0.00000163,-0.00000163
19980110-03-005-002,0,1,0.00000000,0.00000163,-0.00000163
主项,0,1,0.00000000,0.00000163,-0.00000163
红袍,0,1,0.00000000,0.00000163,-0.00000163
19980120-02-001-016,0,1,0.00000000,0.00000163,-0.00000163
紧缩法,0,1,0.00000000,0.00000163,-0.00000163
９０万,0,1,0.00000000,0.00000163,-0.00000163
纤细,0,1,0.00000000,0.00000163,-0.00000163
无动于衷,0,1,0.00000000,0.00000163,-0.00000163
２２．８亿,0,1,0.00000000,0.00000163,-0.00000163
如虎添翼,0,1,0.00000000,0.00000163,-0.00000163
19980124-06-004-002,0,1,0.00000000,0.00000163,-0.00000163
19980114-02-005-021,0,1,0.00000000,0.00000163,-0.00000163
19980113-04-015-004,0,1,0.00000000,0.00000163,-0.00000163
19980103-02-012-002,0,1,0.00000000,0.00000163,-0.00000163
２·９,0,1,0.00000000,0.00000163,-0.00000163
19980106-05-010-003,0,1,0.00000000,0.00000163,-0.00000163
灵寿绿,0,1,0.00000000,0.00000163,-0.00000163
19980113-01-006-004,0,1,0.00000000,0.00000163,-0.00000163
工余,0,1,0.00000000,0.00000163,-0.00000163
19980104-01-001-005,0,1,0.00000000,0.00000163,-0.00000163
19980119-10-001-009,0,1,0.00000000,0.00000163,-0.00000163
19980121-01-005-007,0,1,0.00000000,0.00000163,-0.00000163
冠英,0,1,0.00000000,0.00000163,-0.00000163
安居乐教,0,1,0.00000000,0.00000163,-0.00000163
19980105-10-010-014,0,1,0.00000000,0.00000163,-0.00000163
19980106-02-001-071,0,1,0.00000000,0.00000163,-0.00000163
建年,0,1,0.00000000,0.00000163,-0.00000163
酬答,0,1,0.00000000,0.00000163,-0.00000163
箭头,0,1,0.00000000,0.00000163,-0.00000163
打斗片,0,1,0.00000000,0.00000163,-0.00000163
撞车,0,1,0.00000000,0.00000163,-0.00000163
19980117-01-005-006,0,1,0.00000000,0.00000163,-0.00000163
４０４７亿,0,1,0.00000000,0.00000163,-0.00000163
19980113-10-003-005,0,1,0.00000000,0.00000163,-0.00000163
19980122-10-003-018,0,1,0.00000000,0.00000163,-0.00000163
排练厅,0,1,0.00000000,0.00000163,-0.00000163
无从谈起,0,1,0.00000000,0.00000163,-0.00000163
19980122-03-007-003,0,1,0.00000000,0.00000163,-0.00000163
19980130-04-014-002,0,1,0.00000000,0.00000163,-0.00000163
19980115-05-011-002,0,1,0.00000000,0.00000163,-0.00000163
19980101-07-002-051,0,1,0.00000000,0.00000163,-0.00000163
19980105-04-002-003,0,1,0.00000000,0.00000163,-0.00000163
19980107-06-008-007,0,1,0.00000000,0.00000163,-0.00000163
漩起,0,1,0.00000000,0.00000163,-0.00000163
必败,0,1,0.00000000,0.00000163,-0.00000163
勇猛,0,1,0.00000000,0.00000163,-0.00000163
快攻,0,1,0.00000000,0.00000163,-0.00000163
挑肥拣瘦,0,1,0.00000000,0.00000163,-0.00000163
２６．,0,1,0.00000000,0.00000163,-0.00000163
19980123-10-003-006,0,1,0.00000000,0.00000163,-0.00000163
高压脊,0,1,0.00000000,0.00000163,-0.00000163
氧原子,0,1,0.00000000,0.00000163,-0.00000163
19980125-07-002-010,0,1,0.00000000,0.00000163,-0.00000163
鞭子,0,1,0.00000000,0.00000163,-0.00000163
19980107-09-005-007,0,1,0.00000000,0.00000163,-0.00000163
秉锐,0,1,0.00000000,0.00000163,-0.00000163
才旺多吉,0,1,0.00000000,0.00000163,-0.00000163
19980129-02-009-004,0,1,0.00000000,0.00000163,-0.00000163
19980124-12-001-003,0,1,0.00000000,0.00000163,-0.00000163
19980126-08-008-004,0,1,0.00000000,0.00000163,-0.00000163
19980119-10-011-015,0,1,0.00000000,0.00000163,-0.00000163
19980107-11-003-004,0,1,0.00000000,0.00000163,-0.00000163
寻呼机,0,1,0.00000000,0.00000163,-0.00000163
19980119-03-001-008,0,1,0.00000000,0.00000163,-0.00000163
19980115-01-007-001,0,1,0.00000000,0.00000163,-0.00000163
控制性,0,1,0.00000000,0.00000163,-0.00000163
世林,0,1,0.00000000,0.00000163,-0.00000163
８５．６５％,0,1,0.00000000,0.00000163,-0.00000163
19980122-08-002-004,0,1,0.00000000,0.00000163,-0.00000163
工艺论典,0,1,0.00000000,0.00000163,-0.00000163
休会,0,1,0.00000000,0.00000163,-0.00000163
曲子,0,1,0.00000000,0.00000163,-0.00000163
灰棉,0,1,0.00000000,0.00000163,-0.00000163
19980121-05-002-003,0,1,0.00000000,0.00000163,-0.00000163
戎霄,0,1,0.00000000,0.00000163,-0.00000163
19980109-01-002-015,0,1,0.00000000,0.00000163,-0.00000163
凯臣,0,1,0.00000000,0.00000163,-0.00000163
Ｈｉｔｓ,0,1,0.00000000,0.00000163,-0.00000163
肥胖症,0,1,0.00000000,0.00000163,-0.00000163
吉安,0,1,0.00000000,0.00000163,-0.00000163
喇敏智,0,1,0.00000000,0.00000163,-0.00000163
金剪奖,0,1,0.00000000,0.00000163,-0.00000163
沈明,0,1,0.00000000,0.00000163,-0.00000163
助贫,0,1,0.00000000,0.00000163,-0.00000163
山羊肉,0,1,0.00000000,0.00000163,-0.00000163
[峨金,0,1,0.00000000,0.00000163,-0.00000163
19980106-01-008-015,0,1,0.00000000,0.00000163,-0.00000163
第一百二十,0,1,0.00000000,0.00000163,-0.00000163
西吉斯瓦尔德·库伊肯,0,1,0.00000000,0.00000163,-0.00000163
19980129-03-002-006,0,1,0.00000000,0.00000163,-0.00000163
索戈尔,0,1,0.00000000,0.00000163,-0.00000163
19980115-05-015-001,0,1,0.00000000,0.00000163,-0.00000163
维芳,0,1,0.00000000,0.00000163,-0.00000163
机群,0,1,0.00000000,0.00000163,-0.00000163
３１７９６４２３２０２,0,1,0.00000000,0.00000163,-0.00000163
售票机,0,1,0.00000000,0.00000163,-0.00000163
１５２．４１５,0,1,0.00000000,0.00000163,-0.00000163
19980127-06-001-003,0,1,0.00000000,0.00000163,-0.00000163
看报,0,1,0.00000000,0.00000163,-0.00000163
19980106-10-001-008,0,1,0.00000000,0.00000163,-0.00000163
19980105-10-007-002,0,1,0.00000000,0.00000163,-0.00000163
二十八分,0,1,0.00000000,0.00000163,-0.00000163
19980114-06-002-004,0,1,0.00000000,0.00000163,-0.00000163
明度,0,1,0.00000000,0.00000163,-0.00000163
19980106-04-012-012,0,1,0.00000000,0.00000163,-0.00000163
19980104-03-004-009,0,1,0.00000000,0.00000163,-0.00000163
19980122-02-010-001,0,1,0.00000000,0.00000163,-0.00000163
测年技术,0,1,0.00000000,0.00000163,-0.00000163
土豪劣绅,0,1,0.00000000,0.00000163,-0.00000163
19980109-11-003-005,0,1,0.00000000,0.00000163,-0.00000163
北辰区,0,1,0.00000000,0.00000163,-0.00000163
四两拨千斤,0,1,0.00000000,0.00000163,-0.00000163
本方,0,1,0.00000000,0.00000163,-0.00000163
19980115-11-008-002,0,1,0.00000000,0.00000163,-0.00000163
目无表情,0,1,0.00000000,0.00000163,-0.00000163
五峰,0,1,0.00000000,0.00000163,-0.00000163
19980121-05-007-002,0,1,0.00000000,0.00000163,-0.00000163
地理学,0,1,0.00000000,0.00000163,-0.00000163
19980121-04-003-001,0,1,0.00000000,0.00000163,-0.00000163
服务牌,0,1,0.00000000,0.00000163,-0.00000163
19980125-04-012-001,0,1,0.00000000,0.00000163,-0.00000163
19980128-03-006-001,0,1,0.00000000,0.00000163,-0.00000163
19980123-11-002-008,0,1,0.00000000,0.00000163,-0.00000163
19980110-06-002-009,0,1,0.00000000,0.00000163,-0.00000163
恒丰,0,1,0.00000000,0.00000163,-0.00000163
19980103-03-013-008,0,1,0.00000000,0.00000163,-0.00000163
３８５１９,0,1,0.00000000,0.00000163,-0.00000163
[土,0,1,0.00000000,0.00000163,-0.00000163
19980105-05-001-003,0,1,0.00000000,0.00000163,-0.00000163
19980115-09-003-002,0,1,0.00000000,0.00000163,-0.00000163
汉钊,0,1,0.00000000,0.00000163,-0.00000163
19980111-02-004-005,0,1,0.00000000,0.00000163,-0.00000163
墓志,0,1,0.00000000,0.00000163,-0.00000163
诚如,0,1,0.00000000,0.00000163,-0.00000163
２．７亿,0,1,0.00000000,0.00000163,-0.00000163
地下道,0,1,0.00000000,0.00000163,-0.00000163
寒窗,0,1,0.00000000,0.00000163,-0.00000163
３２６．３４,0,1,0.00000000,0.00000163,-0.00000163
飞车,0,1,0.00000000,0.00000163,-0.00000163
国防报,0,1,0.00000000,0.00000163,-0.00000163
刻板,0,1,0.00000000,0.00000163,-0.00000163
19980108-11-002-010,0,1,0.00000000,0.00000163,-0.00000163
爆冷门,0,1,0.00000000,0.00000163,-0.00000163
19980117-02-008-005,0,1,0.00000000,0.00000163,-0.00000163
非上市,0,1,0.00000000,0.00000163,-0.00000163
红鹤,0,1,0.00000000,0.00000163,-0.00000163
廉政者,0,1,0.00000000,0.00000163,-0.00000163
冰川,0,1,0.00000000,0.00000163,-0.00000163
旁落,0,1,0.00000000,0.00000163,-0.00000163
里夏尔,0,1,0.00000000,0.00000163,-0.00000163
19980116-02-010-001,0,1,0.00000000,0.00000163,-0.00000163
19980105-01-002-014,0,1,0.00000000,0.00000163,-0.00000163
19980102-02-013-008,0,1,0.00000000,0.00000163,-0.00000163
明阳屯,0,1,0.00000000,0.00000163,-0.00000163
无锡县,0,1,0.00000000,0.00000163,-0.00000163
百分之一百零五,0,1,0.00000000,0.00000163,-0.00000163
培生,0,1,0.00000000,0.00000163,-0.00000163
19980115-04-017-001,0,1,0.00000000,0.00000163,-0.00000163
１６０１３１５,0,1,0.00000000,0.00000163,-0.00000163
１９２１年,0,1,0.00000000,0.00000163,-0.00000163
增全,0,1,0.00000000,0.00000163,-0.00000163
继革,0,1,0.00000000,0.00000163,-0.00000163
19980109-06-002-005,0,1,0.00000000,0.00000163,-0.00000163
９９．８０,0,1,0.00000000,0.00000163,-0.00000163
经社,0,1,0.00000000,0.00000163,-0.00000163
19980107-11-004-002,0,1,0.00000000,0.00000163,-0.00000163
